Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-19,46.97713901662499,47.15964608204035,45.68134546613812,46.137611389160156,43564500,0.0,0
2016-01-20,45.60834394060252,46.8858899929128,44.80531489397798,46.347496032714844,63273000,0.0,0
2016-01-21,46.539122675541634,47.068392800394435,45.90034970731787,46.064605712890625,40191200,0.0,0
2016-01-22,46.91326054705402,47.752791628371526,46.776379382165885,47.71628952026367,37555800,0.0,0
2016-01-25,47.396895060868964,48.04479521093876,47.13226351448053,47.26001739501953,34707700,0.0,0
2016-01-26,47.26002901170815,47.853172671583586,47.041019819070755,47.606788635253906,28900800,0.0,0
2016-01-27,47.46077707991507,47.63416034865646,46.557372553126136,46.7398796081543,36775200,0.0,0
2016-01-28,47.32389782774208,47.64328255265985,46.76725289485761,47.506404876708984,62513800,0.0,0
2016-01-29,49.942873134375446,50.271385192871094,49.27672522955178,50.271385192871094,83611700,0.0,0
2016-02-01,50.07974616880499,50.271377011395884,49.73298311004582,49.92461395263672,44208500,0.0,0
2016-02-02,49.43184586688283,49.51397386801079,48.044800596105766,48.36418533325195,56313800,0.0,0
2016-02-03,48.592316003203585,48.72006989206842,46.77637627725121,47.59765625,57559800,0.0,0
2016-02-04,47.54291577847807,48.19081614366671,46.87676783660992,47.451663970947266,46987100,0.0,0
2016-02-05,47.39690782447671,47.45166099418038,45.2250843083946,45.77260208129883,62009000,0.0,0
2016-02-08,45.21594204395991,45.23419309447494,43.97489845719407,45.08818817138672,59290500,0.0,0
2016-02-09,44.73230581242429,45.84559563670825,44.4129176183756,44.96956253051758,46740500,0.0,0
2016-02-10,45.526213561973194,45.98247948820028,45.18857775125433,45.36195755004883,38237000,0.0,0
2016-02-11,44.4220486304819,45.72696939259966,44.266916413199525,45.34370422363281,48878600,0.0,0
2016-02-12,45.854729869578144,46.2471188812731,45.39846390072662,46.082862854003906,34243300,0.0,0
2016-02-16,46.78136898444288,46.95599365234375,46.0736740050131,46.95599365234375,37291200,0.36,0
2016-02-17,47.32363046239525,48.50005670533893,47.286866265796576,48.178375244140625,40789000,0.0,0
2016-02-18,48.09565847634688,48.66548946889872,47.88426611027731,47.966983795166016,27176000,0.0,0
2016-02-19,47.76478275516946,48.04969646871705,47.360383668545204,47.62691879272461,33559100,0.0,0
2016-02-22,48.04969556436413,48.711436962002715,48.04969556436413,48.3897590637207,25008300,0.0,0
2016-02-23,48.10484086731429,48.1324122563109,46.85488647775211,47.03870391845703,28895300,0.0,0
2016-02-24,46.588348038276436,47.3328070422757,46.13799902202536,47.20413589477539,33014500,0.0,0
2016-02-25,47.54420965356307,47.88426971435547,46.5148366688249,47.88426971435547,26939500,0.0,0
2016-02-26,48.34379867711083,48.41732705213942,46.965173199557945,47.148990631103516,35975900,0.0,0
2016-02-29,47.19494838611299,47.470676311412184,46.5607818711825,46.76298141479492,31654000,0.0,0
2016-03-01,46.84569882843786,48.33461348898214,46.79974183712828,48.32542419433594,33024500,0.0,0
2016-03-02,48.169167987045235,48.67466323069814,47.93939710301888,48.66547393798828,29289900,0.0,0
2016-03-03,48.68386333287299,48.68386333287299,47.590151516975126,48.11402893066406,24427800,0.0,0
2016-03-04,48.1599792078074,48.20593268389753,47.525809317276966,47.819915771484375,33034200,0.0,0
2016-03-07,47.38795365701881,47.60853176685543,46.48725211212995,46.90083694458008,38407800,0.0,0
2016-03-08,46.68944939007427,47.91183234504156,46.50563195622625,47.470672607421875,33835100,0.0,0
2016-03-09,47.69126170748544,48.57358138594096,47.66369031316706,48.56439208984375,28251600,0.0,0
2016-03-10,48.647101073873166,48.65629036832604,47.02032248567786,47.83830642700195,38387800,0.0,0
2016-03-11,48.71144032532533,48.775775909423835,48.14160936358438,48.77577590942383,32275700,0.0,0
2016-03-14,48.444901927176005,49.25369658058383,48.37137705288047,48.867679595947266,24083600,0.0,0
2016-03-15,48.4816622256776,49.25369262695312,48.47247293188809,49.253692626953125,21104800,0.0,0
2016-03-16,49.125021045088026,50.1819651228657,49.079067564493485,49.95219421386719,31691700,0.0,0
2016-03-17,49.82352559424536,50.54960254497396,49.63051886233807,50.23711395263672,28223900,0.0,0
2016-03-18,50.47607149681992,50.522028483340975,49.12502093892591,49.16178512573242,67625500,0.0,0
2016-03-21,48.94120095040214,49.56617806931186,48.64709448338882,49.5018424987793,23925700,0.0,0
2016-03-22,49.272077081237796,49.86029008067234,49.13421312560894,49.694854736328125,23124100,0.0,0
2016-03-23,49.73161456450047,49.851096415166786,49.39155461140097,49.602943420410156,20129000,0.0,0
2016-03-24,49.48347207916987,49.93382468515872,49.38237229990545,49.82353210449219,19950000,0.0,0
2016-03-28,49.82351743796443,49.89704580343094,49.01472645398544,49.207733154296875,17025100,0.0,0
2016-03-29,49.318028661804554,50.420929746208664,49.125021936190954,50.28306579589844,23924300,0.0,0
2016-03-30,50.48527290799504,51.13782155800208,50.45770151620011,50.59556198120117,23008300,0.0,0
2016-03-31,50.50365163519827,51.091864661090405,50.42093395930554,50.76099395751953,26360500,0.0,0
2016-04-01,50.59556233287464,51.110250521458056,50.15440253095734,51.073486328125,24399200,0.0,0
2016-04-04,50.944820404052734,51.15620927844807,50.54961405008808,50.944820404052734,18928800,0.0,0
2016-04-05,50.72423049970116,50.825330272366855,50.05329978822344,50.14521026611328,19272300,0.0,0
2016-04-06,49.96139096001045,50.73342141546855,49.82352700131125,50.65989303588867,21188700,0.0,0
2016-04-07,50.430126981585026,50.466891174927326,49.841913912214025,50.05330276489258,19225100,0.0,0
2016-04-08,50.24630382123497,50.80694543501637,49.92462593104534,50.01653289794922,22167200,0.0,0
2016-04-11,50.080874960800735,50.68747009411407,49.90624680486009,49.91543960571289,21414200,0.0,0
2016-04-12,49.97058232843671,50.34740652435808,49.40994068196257,50.227928161621094,24944300,0.0,0
2016-04-13,50.659884245199486,50.953990700432314,50.44849544962748,50.871273040771484,20818000,0.0,0
2016-04-14,50.751795323698644,51.0826659663838,50.61393138723798,50.88046646118164,20877100,0.0,0
2016-04-15,50.82532560449402,51.39515649097193,50.65070097158048,51.14700698852539,28793800,0.0,0
2016-04-18,50.999951690111075,52.01094227116095,50.742605892041865,51.89146041870117,23786000,0.0,0
2016-04-19,52.04770716408104,52.176378311849646,51.17457701076084,51.827125549316406,29596800,0.0,0
2016-04-20,51.73522486244189,51.928231607501345,50.99995856743473,51.09186553955078,36195700,0.0,0
2016-04-21,51.28486921611064,51.680075483410754,50.93561643211905,51.26648712158203,38909100,0.0,0
2016-04-22,47.709630778580916,48.18755468375378,46.661876008251326,47.59014892578125,126834100,0.0,0
2016-04-25,47.5901523898039,47.91183378521377,47.45229193979341,47.89345169067383,33226900,0.0,0
2016-04-26,48.03132416331374,48.11404185643536,46.95599765875967,47.27767562866211,33532600,0.0,0
2016-04-27,47.31442890796427,47.33281100286327,46.45968077830426,46.81812286376953,43369300,0.0,0
2016-04-28,46.52401199409305,46.661875939892674,45.5497855979984,45.862274169921875,43134800,0.0,0
2016-04-29,45.35677761003814,46.1839543135874,45.35677761003814,45.83470153808594,48411700,0.0,0
2016-05-02,45.95419363436251,46.64350653887795,45.75199406044276,46.514835357666016,33114500,0.0,0
2016-05-03,46.26667175625657,46.33100733221314,45.58654830268241,45.751983642578125,26460200,0.0,0
2016-05-04,45.80713014997628,46.009329678849646,45.45787737447482,45.83470153808594,24257600,0.0,0
2016-05-05,45.83470083218836,46.229907083794686,45.706029681623676,45.8990364074707,25390700,0.0,0
2016-05-06,45.88065921436295,46.312629699707024,45.64169898150797,46.31262969970703,24787300,0.0,0
2016-05-09,46.404541177181194,46.496448151943426,45.95418858638305,46.018524169921875,17951600,0.0,0
2016-05-10,46.257484657880845,46.96517602699355,46.128809993834246,46.89165115356445,22891000,0.0,0
2016-05-11,46.99275216680283,47.59015448857974,46.87327030003697,46.91922378540039,24039100,0.0,0
2016-05-12,47.05708535556851,47.617726964172554,46.79973953976727,47.34199905395508,24102800,0.0,0
2016-05-13,47.27766744109339,47.70044863606804,46.91003604001818,46.946800231933594,22592300,0.0,0
2016-05-16,46.689449832263605,47.75558675144823,46.64349634987286,47.6361083984375,20032000,0.0,0
2016-05-17,47.86748426101139,47.87673782805182,46.608787310615526,46.74761199951172,27803500,0.36,0
2016-05-18,46.7198516732952,47.33068953492576,46.55325920825518,47.025272369384766,24907500,0.0,0
2016-05-19,46.71059411885914,46.849418807511796,46.109009876386125,46.5717658996582,23842400,0.0,0
2016-05-20,46.71984751897117,47.404727984408275,46.64580839139725,46.84941864013672,23905800,0.0,0
2016-05-23,46.830913069021356,46.904955735196545,46.25709652835819,46.30337142944336,26118700,0.0,0
2016-05-24,46.923468037431405,47.85823378191174,46.645815090693105,47.74717330932617,34757900,0.0,0
2016-05-25,48.05259064468948,48.58013583488664,47.932276603400396,48.237693786621094,24040200,0.0,0
2016-05-26,48.06184738402379,48.108122286523304,47.5343057283221,48.02482604980469,24335200,0.0,0
2016-05-27,48.05258807795243,48.422794342041016,47.91376337683065,48.422794342041016,17721400,0.0,0
2016-05-31,48.367258802957984,49.05213928222656,48.20066987991527,49.05213928222656,37653100,0.0,0
2016-06-01,48.53385120090484,49.00586432905443,48.53385120090484,48.91331100463867,25324800,0.0,0
2016-06-02,48.71896270389488,48.811516044239404,47.97855363388335,48.57088088989258,22840800,0.0,0
2016-06-03,48.47831844413347,48.51533624007359,47.756416699806934,47.93226623535156,23368300,0.0,0
2016-06-06,48.11737710909889,48.45055850966306,48.02482377792947,48.2469482421875,18243300,0.0,0
2016-06-07,48.34875955094359,48.80225855811599,48.21918487548828,48.21918487548828,20866800,0.0,0
