Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-19,70.37107613900828,70.44825296746023,68.1713782733051,68.87566375732422,16009600,0.0,0
2016-01-20,67.49602326308167,68.89495899756575,66.60842722783661,68.19066619873047,16586000,0.0,0
2016-01-21,68.2292685084628,69.78256548310011,67.6311020330337,69.03968048095703,11931200,0.0,0
2016-01-22,70.11059176152462,70.60263183957213,69.58960944841971,70.13953399658203,8652600,0.0,0
2016-01-25,70.19739763192361,70.3421161097736,69.05895689255797,69.21331787109375,9126200,0.0,0
2016-01-26,69.63784095916567,69.72466765130251,69.03003203213959,69.34840393066406,7500200,0.0,0
2016-01-27,69.44485841900786,69.92724835496442,68.09416512619224,68.41254425048828,9020500,0.0,0
2016-01-28,68.9046012287175,69.31945701583578,66.88821411132812,66.88821411132812,15295600,0.0,0
2016-01-29,67.94947255007055,71.87612782969478,66.33829131696359,71.8664779663086,40427800,0.0,0
2016-02-01,71.47091582817173,72.1462589940897,70.67014653094864,71.76034545898438,12623500,0.0,0
2016-02-02,70.91134929581418,71.59634239892641,70.55437794883065,70.81487274169922,9572700,0.0,0
2016-02-03,71.16218647222514,72.00154049833915,69.87902709629252,71.76034545898438,9941900,0.0,0
2016-02-04,71.49021263861786,72.00154497613977,70.19741068040695,71.08500671386719,14735700,0.0,0
2016-02-05,70.96923092669832,71.01747288217707,68.06524775196291,69.02037811279297,12939400,0.0,0
2016-02-08,67.48638498585682,67.57321904806491,63.964942469191165,65.38316345214844,30542600,0.0,0
2016-02-09,64.05177031940335,67.03294559004891,63.79128284948787,65.92344665527344,14882800,0.0,0
2016-02-10,66.8418599620082,68.66903779895327,66.77418698196584,67.81829071044922,11369500,0.14,0
2016-02-11,65.53673213809077,66.77418509579752,65.18869757176057,66.19412994384766,13962100,0.0,0
2016-02-12,67.13190095712862,68.12766382588812,66.82253766415671,68.0793228149414,8710200,0.0,0
2016-02-16,69.03640287492084,69.36509805703675,68.05997225168122,68.73670196533203,8780700,0.0,0
2016-02-17,69.48258963561105,69.86036973153882,69.06606191569665,69.77318572998047,8494100,0.14,0
2016-02-18,69.63758590478571,69.98630719623063,68.79484155206801,69.00794982910156,6938100,0.0,0
2016-02-19,68.80452225715987,69.47290588595234,68.09739839194403,69.28885650634766,7750900,0.0,0
2016-02-22,70.01534443977889,70.89683615145691,69.84098384792789,70.77090454101562,7481500,0.0,0
2016-02-23,70.66436519200919,70.82904445617926,69.73444430472935,69.88943481445312,6177000,0.0,0
2016-02-24,69.01762398138024,69.92817464864419,68.1748798069751,69.59882354736328,7728600,0.0,0
2016-02-25,69.70538140082019,71.04214121329134,69.686011283402,70.97433471679688,6840900,0.0,0
2016-02-26,71.42959782336736,71.59427704976889,70.41250055040099,70.45124816894531,6714100,0.0,0
2016-02-29,70.5771777805715,71.5845937686617,70.12190246582031,70.12190246582031,7786100,0.0,0
2016-03-01,70.7031100255605,72.3014144897461,70.61593341005143,72.3014144897461,8705300,0.0,0
2016-03-02,72.16579187053648,72.26265722719143,71.35211400621127,71.97206115722656,5739100,0.0,0
2016-03-03,72.14644011926791,72.16581023938811,71.06152863366479,71.59429931640625,6588300,0.0,0
2016-03-04,71.8945759748344,71.92363484686133,71.3036876091066,71.58460235595703,9475300,0.0,0
